C:\Users\User\Documents\Arduino\CentrifugeV2MotorArduino\mcp4725_voltage\mcp4725_voltage.ino
MCP4725_VERSION: 0.4.0

Voltage:	0.00


1017ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.06] mag[1.06]1161000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.06] y[0.03] z[1.08] mag[1.08]1161500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.05] z[1.05] mag[1.06]1162000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.08] mag[1.08]1162500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.04] z[1.07] mag[1.07]1163000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.00] y[0.04] z[1.11] mag[1.11]1163500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.00] y[0.07] z[1.07] mag[1.07]1164000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.00] y[0.03] z[1.08] mag[1.08]1164500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.05] z[1.04] mag[1.05]1165000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.02] z[1.07] mag[1.07]1165500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.04] z[1.08] mag[1.08]1166000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.05] z[1.06] mag[1.06]1166500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.06] z[1.08] mag[1.08]1167000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.05] z[1.08] mag[1.08]1167500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.07] z[1.08] mag[1.08]1168000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.03] z[1.08] mag[1.08]1168500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.00] y[0.06] z[1.10] mag[1.10]1169000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.07] mag[1.07]1169500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.08] z[1.07] mag[1.07]1170000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.08] z[1.08] mag[1.08]1170500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.06] mag[1.06]1171000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.04] z[1.09] mag[1.10]1171500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.06] y[0.03] z[1.05] mag[1.06]1172000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.06] z[1.05] mag[1.06]1172500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.04] z[1.09] mag[1.09]1173000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.03] z[1.07] mag[1.07]1173500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.03] z[1.05] mag[1.05]1174000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.05] z[1.09] mag[1.09]1174500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.06] z[1.09] mag[1.09]1175000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.05] z[1.07] mag[1.08]1175500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.09] z[1.07] mag[1.08]1176000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.04] z[1.07] mag[1.07]1176500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.05] z[1.07] mag[1.07]1177000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.00] y[0.06] z[1.06] mag[1.06]1177500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.03] z[1.07] mag[1.07]1178000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.07] y[0.05] z[1.07] mag[1.07]1178500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.06] y[0.04] z[1.06] mag[1.07]1179000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.07] z[1.07] mag[1.07]1179500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.00] y[0.02] z[1.08] mag[1.08]1180000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.08] z[1.08] mag[1.09]1180500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.04] z[1.05] mag[1.05]1181000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.07] z[1.08] mag[1.08]1181500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.07] z[1.07] mag[1.07]1182000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[-0.01] z[1.06] mag[1.06]1182500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.07] mag[1.07]1183000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.04] z[1.08] mag[1.08]1183500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[-0.02] z[1.10] mag[1.10]1184000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.06] z[1.09] mag[1.10]1184500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.07] mag[1.08]1185000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.08] z[1.08] mag[1.09]1185500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.01] y[0.06] z[1.07] mag[1.07]1186000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.03] z[1.08] mag[1.08]1186500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.10] z[1.08] mag[1.09]1187000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.06] mag[1.06]1187500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.04] z[1.06] mag[1.07]1188000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.09] mag[1.09]1188500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.04] z[1.04] mag[1.04]1189000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.05] mag[1.05]1189500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.05] z[1.06] mag[1.06]1190000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.07] z[1.08] mag[1.08]1190500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.02] z[1.09] mag[1.09]1191000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.07] z[1.05] mag[1.06]1191500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.05] z[1.06] mag[1.06]1192000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.03] z[1.07] mag[1.07]1192500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.02] z[1.09] mag[1.09]1193000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.04] z[1.08] mag[1.08]1193500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.08] z[1.06] mag[1.07]1194000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.04] z[1.08] mag[1.08]1194500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.01] y[0.03] z[1.08] mag[1.08]1195000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.07] z[1.08] mag[1.08]1195500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.06] mag[1.07]1196000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.06] mag[1.06]1196500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.07] z[1.06] mag[1.06]1197000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.05] z[1.06] mag[1.06]1197500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.08] z[1.06] mag[1.06]1198000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.06] z[1.08] mag[1.08]1198500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.09] z[1.08] mag[1.08]1199000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.05] z[1.08] mag[1.08]1199500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.10] z[1.09] mag[1.09]1200000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.06] y[0.02] z[1.10] mag[1.10]1200500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.04] z[1.08] mag[1.08]1201000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.03] z[1.07] mag[1.07]1201500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.06] z[1.08] mag[1.08]1202000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.05] z[1.07] mag[1.07]1202500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.07] z[1.09] mag[1.10]1203000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.05] z[1.08] mag[1.08]1203500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.06] z[1.07] mag[1.07]1204000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.05] z[1.09] mag[1.09]1204500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.06] z[1.07] mag[1.07]1205000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.00] y[0.06] z[1.07] mag[1.07]1205500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.07] mag[1.07]1206000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.05] z[1.08] mag[1.08]1206500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[-0.01] z[1.08] mag[1.08]1207000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.04] z[1.08] mag[1.08]1207500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.00] y[0.05] z[1.08] mag[1.08]1208000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.04] z[1.07] mag[1.07]1208500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.00] y[0.04] z[1.06] mag[1.06]1209000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.01] y[0.02] z[1.06] mag[1.06]1209500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.06] z[1.06] mag[1.07]1210000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.07] z[1.05] mag[1.06]1210500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.07] mag[1.07]1211000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.10] z[1.07] mag[1.07]1211500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.03] z[1.07] mag[1.07]1212000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.06] y[0.06] z[1.08] mag[1.08]1212500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.00] y[-0.07] z[1.08] mag[1.08]1213000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.01] y[0.05] z[1.08] mag[1.08]1213500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.15] z[1.08] mag[1.09]1214000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.07] mag[1.08]1214500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.06] z[1.05] mag[1.06]1215000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.07] z[1.06] mag[1.07]1215500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.01] y[0.04] z[1.08] mag[1.08]1216000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.00] y[0.01] z[1.08] mag[1.08]1216500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.11] z[1.12] mag[1.13]1217000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.06] y[0.08] z[1.10] mag[1.10]1217500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.10] z[1.07] mag[1.07]1218000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.05] z[1.07] mag[1.07]1218500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.01] z[1.08] mag[1.08]1219000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.06] y[0.05] z[1.06] mag[1.07]1219500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.04] z[1.07] mag[1.08]1220000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.06] z[1.07] mag[1.07]1220500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.06] z[1.06] mag[1.06]1221000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.05] z[1.13] mag[1.13]1221500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.04] z[1.07] mag[1.07]1222000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.02] y[0.07] z[1.05] mag[1.06]1222500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.04] z[1.06] mag[1.07]1223000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.00] y[0.04] z[1.06] mag[1.07]1223500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.04] z[1.08] mag[1.09]1224000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.05] z[1.08] mag[1.08]1224500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.06] z[1.06] mag[1.06]1225000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.06] z[1.07] mag[1.07]1225500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.06] z[1.07] mag[1.07]1226000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.07] mag[1.07]1226500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.06] z[1.07] mag[1.07]1227000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.06] z[1.08] mag[1.08]1227500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.07] mag[1.08]1228000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.03] z[1.08] mag[1.08]1228500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.05] z[1.06] mag[1.06]1229000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.05] z[1.08] mag[1.08]1229500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.07] y[0.06] z[1.04] mag[1.04]1230000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.07] mag[1.07]1230500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.06] z[1.07] mag[1.08]1231000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.09] z[1.08] mag[1.08]1231500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.04] z[1.07] mag[1.07]1232000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.05] z[1.06] mag[1.06]1232500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.05] z[1.07] mag[1.07]1233000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.03] y[0.06] z[1.07] mag[1.07]1233500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.01] z[1.06] mag[1.06]1234000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.08] z[1.06] mag[1.06]1234500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.06] z[1.07] mag[1.07]1235000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.05] z[1.07] mag[1.07]1235500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.06] z[1.09] mag[1.09]1236000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.02] y[0.05] z[1.07] mag[1.08]1236500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.09] z[1.07] mag[1.07]1237000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.04] z[1.09] mag[1.10]1237500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.06] z[1.07] mag[1.08]1238000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.00] y[-0.00] z[1.09] mag[1.09]1238500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.03] z[1.09] mag[1.09]1239000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.06] mag[1.07]1239500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.08] z[1.07] mag[1.08]1240000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.04] z[1.07] mag[1.07]1240500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.06] z[1.08] mag[1.09]1241000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.02] z[1.07] mag[1.07]1241500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.02] z[1.06] mag[1.06]1242000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.08] mag[1.08]1242500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.06] mag[1.07]1243000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.06] mag[1.07]1243500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.06] z[1.05] mag[1.05]1244000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.00] y[0.08] z[1.07] mag[1.07]1244500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.06] z[1.10] mag[1.10]1245000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.07] z[1.07] mag[1.07]1245500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.04] z[1.09] mag[1.09]1246000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.07] z[1.06] mag[1.06]1246500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.05] z[1.08] mag[1.08]1247000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.03] z[1.07] mag[1.08]1247500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.01] z[1.10] mag[1.10]1248000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.07] z[1.09] mag[1.09]1248500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.05] z[1.07] mag[1.07]1249000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.05] z[1.08] mag[1.08]1249500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.07] z[1.07] mag[1.07]1250000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.08] z[1.10] mag[1.10]1250500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.00] y[0.03] z[1.07] mag[1.07]1251000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.06] z[1.11] mag[1.11]1251500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.05] z[1.08] mag[1.08]1252000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.08] mag[1.08]1252500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.05] z[1.09] mag[1.09]1253000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.05] z[1.07] mag[1.07]1253500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.04] mag[1.05]1254000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.02] z[1.06] mag[1.06]1254500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.04] z[1.06] mag[1.06]1255000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.05] z[1.05] mag[1.05]1255500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.01] y[0.05] z[1.06] mag[1.06]1256000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.00] y[0.05] z[1.08] mag[1.08]1256500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.08] z[1.06] mag[1.06]1257000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.07] z[1.04] mag[1.05]1257500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.06] z[1.06] mag[1.07]1258000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.00] y[0.06] z[1.07] mag[1.08]1258500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.07] z[1.12] mag[1.12]1259000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.06] y[0.07] z[1.06] mag[1.07]1259500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.01] y[0.06] z[1.10] mag[1.10]1260000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.06] z[1.07] mag[1.07]1260500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
