C:\Users\User\Documents\Arduino\CentrifugeV2MotorArduino\mcp4725_voltage\mcp4725_voltage.ino
MCP4725_VERSION: 0.4.0

Voltage:	0.00


1017ms, 5.00RPM, 5.00avgRPM, 0.00V MTR_DIS YES BRAKINGx[0.01] y[0.35] z[1.05] mag[1.11] 6.80 degrees
176500ms, 0.00RPM, 1.06avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.36] z[1.07] mag[1.13] 9.16 degrees
177000ms, 0.00RPM, 1.06avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.38] z[1.04] mag[1.11] 5.50 degrees
177500ms, 0.00RPM, 1.06avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.34] z[1.07] mag[1.12] 9.69 degrees
178000ms, 0.00RPM, 1.05avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.38] z[1.06] mag[1.12] 7.28 degrees
178500ms, 0.00RPM, 1.05avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.37] z[1.06] mag[1.12] 7.92 degrees
179000ms, 0.00RPM, 1.05avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.35] z[1.05] mag[1.10] 6.53 degrees
179500ms, 0.00RPM, 1.04avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.38] z[1.06] mag[1.12] 7.47 degrees
180000ms, 0.00RPM, 1.04avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.39] z[1.06] mag[1.13] 7.18 degrees
180500ms, 0.00RPM, 1.04avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.38] z[1.03] mag[1.10] 4.28 degrees
181000ms, 0.00RPM, 1.04avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.27] z[1.04] mag[1.07] 6.80 degrees
181500ms, 0.00RPM, 1.03avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.35] z[1.04] mag[1.10] 5.32 degrees
182000ms, 0.00RPM, 1.03avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.36] z[1.06] mag[1.12] 7.57 degrees
182500ms, 0.00RPM, 1.03avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.42] z[1.09] mag[1.17] 10.24 degrees
183000ms, 0.00RPM, 1.02avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.36] z[1.03] mag[1.09] 4.18 degrees
