C:\Users\User\Documents\Arduino\CentrifugeV2MotorArduino\mcp4725_voltage\mcp4725_voltage.ino
MCP4725_VERSION: 0.4.0

Voltage:	0.00


1017ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKINGx[0.05] y[0.35] z[1.05] mag[1.11] 7.35 degrees
177000ms, 605.00RPM, 376.45avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.08] y[0.44] z[1.46] mag[1.53] 20.28 degrees
177500ms, 585.00RPM, 377.04avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.07] y[0.44] z[1.44] mag[1.50] 20.01 degrees
178000ms, 575.00RPM, 377.60avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.06] y[0.39] z[1.43] mag[1.48] 19.97 degrees
178500ms, 560.00RPM, 378.11avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.38] z[1.36] mag[1.41] 19.16 degrees
179000ms, 545.00RPM, 378.58avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.37] z[1.31] mag[1.36] 17.98 degrees
179500ms, 530.00RPM, 379.00avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.42] z[1.32] mag[1.38] 18.57 degrees
180000ms, 520.00RPM, 379.39avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.36] z[1.30] mag[1.35] 18.99 degrees
180500ms, 510.00RPM, 379.75avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.05] y[0.38] z[1.30] mag[1.36] 17.86 degrees
181000ms, 490.00RPM, 380.06avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.06] y[0.38] z[1.26] mag[1.32] 16.66 degrees
181500ms, 485.00RPM, 380.34avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.11] y[0.39] z[1.20] mag[1.27] 14.00 degrees
182000ms, 465.00RPM, 380.58avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.06] y[0.40] z[1.25] mag[1.31] 16.30 degrees
182500ms, 460.00RPM, 380.79avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.33] z[1.22] mag[1.26] 15.97 degrees
183000ms, 445.00RPM, 380.97avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.09] y[0.25] z[1.17] mag[1.20] 13.22 degrees
183500ms, 435.00RPM, 381.12avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.05] y[0.32] z[1.15] mag[1.19] 13.17 degrees
184000ms, 420.00RPM, 381.22avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.06] y[0.37] z[1.13] mag[1.19] 12.17 degrees
184500ms, 410.00RPM, 381.30avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.08] y[0.36] z[1.14] mag[1.20] 12.36 degrees
185000ms, 400.00RPM, 381.35avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.05] y[0.36] z[1.14] mag[1.19] 12.67 degrees
185500ms, 385.00RPM, 381.36avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.05] y[0.35] z[1.10] mag[1.15] 10.63 degrees
186000ms, 375.00RPM, 381.34avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.05] y[0.30] z[1.12] mag[1.16] 11.91 degrees
186500ms, 365.00RPM, 381.30avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.35] z[1.10] mag[1.16] 11.06 degrees
187000ms, 355.00RPM, 381.23avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.05] y[0.38] z[1.08] mag[1.15] 9.73 degrees
187500ms, 345.00RPM, 381.13avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.07] y[0.35] z[1.13] mag[1.18] 11.70 degrees
188000ms, 335.00RPM, 381.01avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.06] y[0.32] z[1.06] mag[1.11] 7.90 degrees
188500ms, 320.00RPM, 380.85avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.08] y[0.30] z[1.08] mag[1.13] 9.33 degrees
189000ms, 310.00RPM, 380.66avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.09] y[0.37] z[1.07] mag[1.13] 7.98 degrees
189500ms, 300.00RPM, 380.45avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.34] z[1.09] mag[1.14] 10.44 degrees
190000ms, 290.00RPM, 380.21avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.31] z[1.07] mag[1.11] 9.09 degrees
190500ms, 280.00RPM, 379.95avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.08] y[0.34] z[1.05] mag[1.11] 7.27 degrees
191000ms, 270.00RPM, 379.66avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.34] z[1.06] mag[1.11] 8.70 degrees
191500ms, 260.00RPM, 379.35avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.33] z[1.06] mag[1.11] 10.18 degrees
192000ms, 250.00RPM, 379.01avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.33] z[1.08] mag[1.13] 11.32 degrees
192500ms, 245.00RPM, 378.66avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.33] z[1.09] mag[1.14] 11.21 degrees
193000ms, 230.00RPM, 378.28avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.36] z[1.07] mag[1.13] 10.32 degrees
193500ms, 220.00RPM, 377.87avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.05] y[0.30] z[1.06] mag[1.11] 8.45 degrees
194000ms, 210.00RPM, 377.44avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.31] z[1.07] mag[1.11] 10.08 degrees
194500ms, 205.00RPM, 376.99avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.34] z[1.06] mag[1.11] 8.52 degrees
195000ms, 190.00RPM, 376.51avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.37] z[1.07] mag[1.13] 9.13 degrees
195500ms, 185.00RPM, 376.02avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.30] z[1.09] mag[1.13] 10.31 degrees
196000ms, 175.00RPM, 375.51avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.26] z[1.08] mag[1.11] 10.43 degrees
196500ms, 160.00RPM, 374.96avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.08] y[0.31] z[1.07] mag[1.11] 8.18 degrees
197000ms, 155.00RPM, 374.40avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.32] z[1.06] mag[1.11] 8.80 degrees
197500ms, 145.00RPM, 373.82avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.36] z[1.05] mag[1.11] 8.20 degrees
198000ms, 140.00RPM, 373.23avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.05] y[0.31] z[1.06] mag[1.10] 8.01 degrees
198500ms, 125.00RPM, 372.61avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.32] z[1.06] mag[1.11] 9.76 degrees
199000ms, 125.00RPM, 371.98avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.10] y[0.27] z[1.12] mag[1.15] 10.69 degrees
199500ms, 110.00RPM, 371.33avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.35] z[1.05] mag[1.11] 7.88 degrees
200000ms, 100.00RPM, 370.65avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.34] z[1.05] mag[1.10] 8.72 degrees
200500ms, 95.00RPM, 369.96avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.33] z[1.06] mag[1.11] 9.04 degrees
201000ms, 85.00RPM, 369.25avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.31] z[1.05] mag[1.10] 8.15 degrees
201500ms, 80.00RPM, 368.54avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.35] z[1.05] mag[1.11] 8.62 degrees
202000ms, 70.00RPM, 367.80avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.33] z[1.05] mag[1.10] 8.39 degrees
202500ms, 60.00RPM, 367.04avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.34] z[1.06] mag[1.12] 9.62 degrees
203000ms, 55.00RPM, 366.27avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.10] y[0.34] z[1.08] mag[1.14] 8.93 degrees
203500ms, 45.00RPM, 365.48avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.37] z[1.05] mag[1.11] 9.04 degrees
204000ms, 40.00RPM, 364.68avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.05] mag[1.11] 8.63 degrees
204500ms, 30.00RPM, 363.86avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.32] z[1.07] mag[1.12] 10.10 degrees
205000ms, 25.00RPM, 363.04avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.34] z[1.06] mag[1.11] 8.43 degrees
205500ms, 15.00RPM, 362.19avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.33] z[1.05] mag[1.10] 8.77 degrees
206000ms, 10.00RPM, 361.33avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.34] z[1.03] mag[1.09] 5.90 degrees
206500ms, 0.00RPM, 360.46avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.05] mag[1.10] 8.30 degrees
207000ms, 0.00RPM, 359.59avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.37] z[1.04] mag[1.11] 8.64 degrees
207500ms, 0.00RPM, 358.72avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.06] mag[1.11] 9.24 degrees
208000ms, 0.00RPM, 357.86avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.38] z[1.03] mag[1.10] 6.19 degrees
208500ms, 0.00RPM, 357.00avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.35] z[1.05] mag[1.10] 8.82 degrees
209000ms, 0.00RPM, 356.15avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.36] z[1.04] mag[1.10] 6.91 degrees
209500ms, 0.00RPM, 355.30avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.29] z[1.06] mag[1.10] 8.57 degrees
210000ms, 0.00RPM, 354.45avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.05] mag[1.11] 8.78 degrees
210500ms, 0.00RPM, 353.61avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.33] z[1.07] mag[1.12] 9.78 degrees
211000ms, 0.00RPM, 352.77avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.35] z[1.04] mag[1.09] 6.48 degrees
211500ms, 0.00RPM, 351.94avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.34] z[1.06] mag[1.11] 9.95 degrees
212000ms, 0.00RPM, 351.11avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.32] z[1.06] mag[1.11] 9.57 degrees
212500ms, 0.00RPM, 350.28avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.08] y[0.30] z[1.06] mag[1.10] 7.50 degrees
213000ms, 0.00RPM, 349.46avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.25] z[1.04] mag[1.07] 6.48 degrees
213500ms, 0.00RPM, 348.64avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.05] mag[1.10] 8.62 degrees
214000ms, 0.00RPM, 347.83avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.35] z[1.05] mag[1.11] 8.88 degrees
214500ms, 0.00RPM, 347.02avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.33] z[1.06] mag[1.11] 9.18 degrees
215000ms, 0.00RPM, 346.21avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.33] z[1.03] mag[1.08] 6.66 degrees
215500ms, 0.00RPM, 345.41avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.28] z[1.04] mag[1.08] 7.64 degrees
216000ms, 0.00RPM, 344.61avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.42] z[1.09] mag[1.17] 10.99 degrees
216500ms, 0.00RPM, 343.81avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.36] z[1.06] mag[1.12] 9.56 degrees
217000ms, 0.00RPM, 343.02avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.29] z[1.10] mag[1.14] 11.47 degrees
217500ms, 0.00RPM, 342.23avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.36] z[1.06] mag[1.12] 9.18 degrees
218000ms, 0.00RPM, 341.44avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.28] z[1.05] mag[1.08] 8.15 degrees
218500ms, 0.00RPM, 340.66avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.37] z[1.04] mag[1.10] 8.19 degrees
219000ms, 0.00RPM, 339.89avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.34] z[1.07] mag[1.13] 10.67 degrees
219500ms, 0.00RPM, 339.11avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.34] z[1.07] mag[1.13] 9.94 degrees
220000ms, 0.00RPM, 338.34avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.35] z[1.07] mag[1.13] 10.49 degrees
220500ms, 0.00RPM, 337.57avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.37] z[1.03] mag[1.09] 5.82 degrees
221000ms, 0.00RPM, 336.81avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.34] z[1.04] mag[1.10] 7.61 degrees
221500ms, 0.00RPM, 336.05avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.32] z[1.07] mag[1.12] 10.05 degrees
222000ms, 0.00RPM, 335.29avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.31] z[1.09] mag[1.13] 10.78 degrees
222500ms, 0.00RPM, 334.54avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.36] z[1.04] mag[1.10] 7.56 degrees
223000ms, 0.00RPM, 333.79avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.34] z[1.04] mag[1.10] 8.81 degrees
223500ms, 0.00RPM, 333.04avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.05] y[0.35] z[1.07] mag[1.12] 8.82 degrees
224000ms, 0.00RPM, 332.30avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.07] y[0.22] z[1.02] mag[1.05] 4.53 degrees
224500ms, 0.00RPM, 331.56avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.06] y[0.26] z[1.09] mag[1.13] 10.32 degrees
225000ms, 0.00RPM, 330.82avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.23] z[1.09] mag[1.12] 10.81 degrees
225500ms, 0.00RPM, 330.09avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.29] z[1.06] mag[1.10] 8.86 degrees
226000ms, 0.00RPM, 329.36avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.36] z[1.04] mag[1.10] 6.73 degrees
226500ms, 0.00RPM, 328.63avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.39] z[1.07] mag[1.14] 10.82 degrees
227000ms, 0.00RPM, 327.91avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.33] z[1.04] mag[1.09] 7.57 degrees
227500ms, 0.00RPM, 327.19avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.27] z[1.02] mag[1.05] 4.07 degrees
228000ms, 0.00RPM, 326.47avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.33] z[1.05] mag[1.10] 8.58 degrees
228500ms, 0.00RPM, 325.75avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.34] z[1.10] mag[1.15] 12.39 degrees
229000ms, 0.00RPM, 325.04avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.39] z[1.06] mag[1.13] 8.99 degrees
229500ms, 0.00RPM, 324.34avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.36] z[1.05] mag[1.11] 9.40 degrees
230000ms, 0.00RPM, 323.63avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.30] z[1.05] mag[1.09] 8.63 degrees
230500ms, 0.00RPM, 322.93avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.31] z[1.07] mag[1.11] 10.35 degrees
231000ms, 0.00RPM, 322.23avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.35] z[1.05] mag[1.11] 9.14 degrees
231500ms, 0.00RPM, 321.53avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.35] z[1.05] mag[1.11] 8.74 degrees
232000ms, 0.00RPM, 320.84avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.08] mag[1.13] 10.86 degrees
232500ms, 0.00RPM, 320.15avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.04] mag[1.10] 8.08 degrees
233000ms, 0.00RPM, 319.46avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.28] z[1.10] mag[1.13] 11.81 degrees
233500ms, 0.00RPM, 318.78avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.32] z[1.08] mag[1.13] 10.67 degrees
234000ms, 0.00RPM, 318.10avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.32] z[1.10] mag[1.15] 11.53 degrees
234500ms, 0.00RPM, 317.42avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.03] y[0.38] z[1.06] mag[1.12] 10.11 degrees
235000ms, 0.00RPM, 316.74avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.36] z[1.05] mag[1.11] 7.97 degrees
235500ms, 0.00RPM, 316.07avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.33] z[1.08] mag[1.12] 10.89 degrees
236000ms, 0.00RPM, 315.40avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.31] z[1.06] mag[1.11] 9.18 degrees
236500ms, 0.00RPM, 314.74avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.32] z[1.07] mag[1.12] 9.64 degrees
237000ms, 0.00RPM, 314.07avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.32] z[1.08] mag[1.12] 10.79 degrees
237500ms, 0.00RPM, 313.41avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.04] mag[1.09] 7.59 degrees
238000ms, 0.00RPM, 312.75avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.31] z[1.06] mag[1.10] 8.79 degrees
238500ms, 0.00RPM, 312.10avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.35] z[1.07] mag[1.12] 9.13 degrees
239000ms, 0.00RPM, 311.44avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.37] z[1.06] mag[1.12] 9.18 degrees
239500ms, 0.00RPM, 310.79avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.35] z[1.06] mag[1.11] 9.24 degrees
240000ms, 0.00RPM, 310.15avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.33] z[1.05] mag[1.10] 7.97 degrees
240500ms, 0.00RPM, 309.50avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.07] y[0.32] z[1.02] mag[1.07] 3.89 degrees
241000ms, 0.00RPM, 308.86avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.33] z[1.08] mag[1.13] 11.21 degrees
241500ms, 0.00RPM, 308.22avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.34] z[1.05] mag[1.11] 8.39 degrees
242000ms, 0.00RPM, 307.58avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.05] y[0.33] z[1.07] mag[1.12] 8.96 degrees
242500ms, 0.00RPM, 306.95avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.34] z[1.05] mag[1.11] 8.78 degrees
243000ms, 0.00RPM, 306.32avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.37] z[1.05] mag[1.11] 8.98 degrees
243500ms, 0.00RPM, 305.69avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.04] mag[1.09] 7.16 degrees
244000ms, 0.00RPM, 305.06avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.07] y[0.31] z[1.12] mag[1.16] 14.57 degrees
244500ms, 0.00RPM, 304.44avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.05] mag[1.10] 8.89 degrees
245000ms, 0.00RPM, 303.82avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.04] mag[1.10] 7.78 degrees
245500ms, 0.00RPM, 303.20avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.36] z[1.04] mag[1.10] 7.25 degrees
246000ms, 0.00RPM, 302.58avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.05] y[0.28] z[1.07] mag[1.11] 11.97 degrees
246500ms, 0.00RPM, 301.97avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.04] mag[1.10] 8.13 degrees
247000ms, 0.00RPM, 301.36avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.31] z[1.06] mag[1.11] 8.80 degrees
247500ms, 0.00RPM, 300.75avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.37] z[1.05] mag[1.11] 7.86 degrees
248000ms, 0.00RPM, 300.14avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.35] z[1.05] mag[1.11] 8.38 degrees
248500ms, 0.00RPM, 299.54avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.35] z[1.06] mag[1.11] 8.79 degrees
249000ms, 0.00RPM, 298.94avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.37] z[1.09] mag[1.15] 10.92 degrees
249500ms, 0.00RPM, 298.34avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.35] z[1.08] mag[1.13] 9.92 degrees
250000ms, 0.00RPM, 297.74avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.32] z[1.06] mag[1.10] 9.39 degrees
250500ms, 0.00RPM, 297.15avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.32] z[1.07] mag[1.12] 9.87 degrees
251000ms, 0.00RPM, 296.55avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.28] z[1.10] mag[1.13] 12.18 degrees
251500ms, 0.00RPM, 295.96avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.35] z[1.05] mag[1.10] 8.20 degrees
252000ms, 0.00RPM, 295.38avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.37] z[1.05] mag[1.11] 7.74 degrees
252500ms, 0.00RPM, 294.79avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.33] z[1.06] mag[1.11] 9.23 degrees
253000ms, 0.00RPM, 294.21avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.30] z[1.07] mag[1.11] 10.08 degrees
253500ms, 0.00RPM, 293.63avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.33] z[1.05] mag[1.10] 8.00 degrees
254000ms, 0.00RPM, 293.05avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.34] z[1.05] mag[1.10] 7.86 degrees
254500ms, 0.00RPM, 292.48avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.35] z[1.08] mag[1.13] 10.24 degrees
255000ms, 0.00RPM, 291.90avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.32] z[1.06] mag[1.11] 9.39 degrees
255500ms, 0.00RPM, 291.33avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.36] z[1.08] mag[1.14] 10.64 degrees
256000ms, 0.00RPM, 290.76avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.37] z[1.04] mag[1.11] 8.28 degrees
256500ms, 0.00RPM, 290.19avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.32] z[1.03] mag[1.08] 6.47 degrees
257000ms, 0.00RPM, 289.63avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.23] z[1.07] mag[1.09] 10.26 degrees
257500ms, 0.00RPM, 289.07avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.35] z[1.04] mag[1.10] 7.93 degrees
258000ms, 0.00RPM, 288.51avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.38] z[1.03] mag[1.10] 7.38 degrees
258500ms, 0.00RPM, 287.95avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.34] z[1.06] mag[1.11] 8.37 degrees
259000ms, 0.00RPM, 287.39avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.34] z[1.06] mag[1.11] 9.78 degrees
259500ms, 0.00RPM, 286.84avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.35] z[1.08] mag[1.14] 10.69 degrees
260000ms, 0.00RPM, 286.29avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.34] z[1.03] mag[1.09] 6.76 degrees
260500ms, 0.00RPM, 285.74avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.33] z[1.06] mag[1.11] 8.90 degrees
261000ms, 0.00RPM, 285.19avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.37] z[1.06] mag[1.13] 9.67 degrees
261500ms, 0.00RPM, 284.65avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.35] z[1.07] mag[1.12] 10.13 degrees
262000ms, 0.00RPM, 284.10avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.33] z[1.05] mag[1.10] 8.40 degrees
262500ms, 0.00RPM, 283.56avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.34] z[1.06] mag[1.11] 9.90 degrees
263000ms, 0.00RPM, 283.02avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.37] z[1.03] mag[1.09] 6.33 degrees
263500ms, 0.00RPM, 282.49avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.35] z[1.09] mag[1.14] 11.95 degrees
264000ms, 0.00RPM, 281.95avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.33] z[1.04] mag[1.10] 7.36 degrees
264500ms, 0.00RPM, 281.42avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.34] z[1.05] mag[1.11] 7.97 degrees
265000ms, 0.00RPM, 280.89avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.32] z[1.06] mag[1.10] 9.29 degrees
